ID,Y,,City,1cm,1cmyear,100cm,100cmyear,Date
0948,48,9,小高,,-0.6,,-0.6,2016-04
0848,48,8,小高,0.18,0.34608,0.12,0.03072,2016-04
0748,48,7,小高,0.15,0.1884,0.11,-0.02184,2016-04
0648,48,6,小高,0.13,0.08328,0.12,0.03072,2016-04
0548,48,5,小高,0.16,0.24096,0.15,0.1884,2016-04
0448,48,4,小高,0.12,0.03072,0.14,0.13584,2016-04
0348,48,3,小高,0.14,0.13584,0.13,0.08328,2016-04
2049,49,20,小高,0.39,1.44984,0.36,1.29216,2016-04
1949,49,19,小高,1.7,8.3352,1.81,8.91336,2016-04
1849,49,18,小高,0.69,3.02664,0.86,3.92016,2016-04
1749,49,17,小高,0.34,1.18704,0.36,1.29216,2016-04
1649,49,16,小高,0.74,3.28944,0.86,3.92016,2016-04
1549,49,15,小高,0.24,0.66144,0.29,0.92424,2016-04
1449,49,14,小高,0.24,0.66144,0.22,0.55632,2016-04
1349,49,13,小高,0.23,0.60888,0.4,1.5024,2016-04
1249,49,12,小高,0.22,0.55632,0.22,0.55632,2016-04
1149,49,11,小高,0.14,0.13584,0.14,0.13584,2016-04
1049,49,10,小高,0.7,3.0792,0.33,1.13448,2016-04
0949,49,9,小高,0.16,0.24096,0.17,0.29352,2016-04
0849,49,8,小高,0.13,0.08328,0.13,0.08328,2016-04
0749,49,7,小高,0.15,0.1884,0.15,0.1884,2016-04
0649,49,6,小高,,-0.6,,-0.6,2016-04
0549,49,5,小高,0.09,-0.12696,0.11,-0.02184,2016-04
0449,49,4,小高,0.18,0.34608,0.13,0.08328,2016-04
0349,49,3,小高,0.15,0.1884,0.18,0.34608,2016-04
1650,50,16,小高,0.41,1.55496,0.51,2.08056,2016-04
1550,50,15,小高,0.33,1.13448,0.37,1.34472,2016-04
1450,50,14,小高,0.22,0.55632,0.25,0.714,2016-04
1350,50,13,小高,0.21,0.50376,0.23,0.60888,2016-04
1250,50,12,小高,0.14,0.13584,0.33,1.13448,2016-04
1150,50,11,小高,0.1,-0.0744,0.19,0.39864,2016-04
1050,50,10,小高,0.17,0.29352,0.18,0.34608,2016-04
0950,50,9,小高,0.17,0.29352,0.13,0.08328,2016-04
0850,50,8,小高,0.09,-0.12696,0.14,0.13584,2016-04
0750,50,7,小高,0.09,-0.12696,0.08,-0.17952,2016-04
0650,50,6,小高,0.16,0.24096,0.08,-0.17952,2016-04
0550,50,5,小高,0.13,0.08328,0.13,0.08328,2016-04
0450,50,4,小高,0.13,0.08328,0.1,-0.0744,2016-04
0350,50,3,小高,0.16,0.24096,0.15,0.1884,2016-04
1451,51,14,小高,0.37,1.34472,0.43,1.66008,2016-04
1351,51,13,小高,0.2,0.4512,0.29,0.92424,2016-04
1251,51,12,小高,0.43,1.66008,0.35,1.2396,2016-04
1151,51,11,小高,0.17,0.29352,0.22,0.55632,2016-04
1051,51,10,小高,0.4,1.5024,0.25,0.714,2016-04
0951,51,9,小高,0.21,0.50376,0.2,0.4512,2016-04
0851,51,8,小高,0.12,0.03072,0.13,0.08328,2016-04
0751,51,7,小高,0.1,-0.0744,0.13,0.08328,2016-04
0651,51,6,小高,0.15,0.1884,0.14,0.13584,2016-04
0551,51,5,小高,0.3,0.9768,0.25,0.714,2016-04
0451,51,4,小高,0.17,0.29352,0.15,0.1884,2016-04
0351,51,3,小高,0.13,0.08328,0.11,-0.02184,2016-04
1252,52,12,小高,0.29,0.92424,0.31,1.02936,2016-04
1152,52,11,小高,,-0.6,,-0.6,2016-04
1052,52,10,小高,0.41,1.55496,0.31,1.02936,2016-04
0952,52,9,小高,0.19,0.39864,0.18,0.34608,2016-04
0852,52,8,小高,0.11,-0.02184,0.22,0.55632,2016-04
0752,52,7,小高,0.18,0.34608,0.15,0.1884,2016-04
0652,52,6,小高,0.3,0.9768,0.19,0.39864,2016-04
0552,52,5,小高,0.14,0.13584,0.15,0.1884,2016-04
0452,52,4,小高,0.2,0.4512,0.2,0.4512,2016-04
0352,52,3,小高,0.13,0.08328,0.15,0.1884,2016-04
1053,53,10,小高,,-0.6,,-0.6,2016-04
0953,53,9,小高,0.23,0.60888,0.24,0.66144,2016-04
